Message_ID,Sender_ID,Date,Message_Text
28548,6661760423,2024-08-20 21:36:50+00:00,Your wish is my command.
28547,6075848860,2024-08-20 21:29:53+00:00,@admin …. Give Mr. Robot the boot 🥾 that spam is annoying lol
28540,1110306005,2024-08-20 12:57:45+00:00,
28537,6075848860,2024-08-20 08:31:45+00:00,I sold APDN yesterday @ 2.14. My avg was .72  - I’m still in on MAXN. I have 15k shares. I’m holding 10k long term but have been trading the pops with the remaining 5k short term.
28536,1110306005,2024-08-20 02:40:51+00:00,What about APDN
28534,6661760423,2024-08-19 16:33:45+00:00,R u still in?
28533,6661760423,2024-08-19 16:33:39+00:00,I see.  Blimey.  Im in on fomo
28532,6075848860,2024-08-19 16:28:20+00:00,The article is dated 8/21.
28531,6075848860,2024-08-19 16:28:08+00:00,"So there’s an article circulating around that’s either fake, or pre-written to be released 8/21."
28530,6661760423,2024-08-19 16:17:57+00:00,Whats happening on 21st?  You think it will keep rising ril then?
28529,6075848860,2024-08-19 16:11:17+00:00,We’ll see on the 21st
28528,6075848860,2024-08-19 16:11:06+00:00,It’s either a leak or fake
28527,5089734924,2024-08-19 16:10:53+00:00,No new tho..
28526,6661760423,2024-08-19 15:25:26+00:00,Isnit fake news.  3.90 a share
28525,6661760423,2024-08-19 15:23:52+00:00,Wheres the news??
28524,6075848860,2024-08-19 15:20:08+00:00,HOLY FUCK TESLA’S BUYING MAXN
28523,5089734924,2024-08-19 14:34:02+00:00,One more?
28522,5089734924,2024-08-19 14:33:10+00:00,Yes it is lol
28521,1110306005,2024-08-19 14:31:25+00:00,A real green candle 😂
28520,5089734924,2024-08-19 14:29:31+00:00,Damm..lol
28519,1110306005,2024-08-19 14:24:02+00:00,
28517,5089734924,2024-08-19 13:53:23+00:00,Nice double halt.
28516,1110306005,2024-08-19 13:50:26+00:00,Target 1000% 😝 🤷‍♂️ if it’s really getting there or lose steam
28515,5089734924,2024-08-19 13:49:54+00:00,Moved along with 50% gain
28514,1110306005,2024-08-19 13:49:02+00:00,Opened 124% gain
28512,6652139576,2024-08-19 12:54:37+00:00,Wym
28511,6075848860,2024-08-19 12:33:56+00:00,Nah not in on that one but it went crazy pre market
28510,6075848860,2024-08-19 12:33:56+00:00,Wait nvm it’s back. That was weird af
28509,6661760423,2024-08-19 12:33:51+00:00,You gonna hold to 20.on GOVX
28508,6075848860,2024-08-19 12:33:43+00:00,Did someone just delete the thread?
28507,6075848860,2024-08-19 12:33:14+00:00,Hm maybe i should hold
28506,5089734924,2024-08-19 12:02:23+00:00,Sorry vrax
28505,5089734924,2024-08-19 12:02:12+00:00,Anyone good ride on grav?
28504,6661760423,2024-08-19 10:39:57+00:00,Iv got very little in
28503,6652139576,2024-08-19 10:37:03+00:00,I’ve got very little money
28502,6652139576,2024-08-19 10:36:57+00:00,I haven’t traded in a while
28501,6652139576,2024-08-19 10:36:51+00:00,Nah
28500,6661760423,2024-08-19 10:34:46+00:00,I though u were in apdn and govx
28499,6652139576,2024-08-19 10:31:21+00:00,I’m up 0% today
28498,6661760423,2024-08-19 10:29:57+00:00,Tnxp i think may go up.  But im hoping GOVX does the job for me.  Would love $20
28497,6661760423,2024-08-19 10:29:17+00:00,Really?  They got an event in wednesday where they will be discussinng mpox
28496,6075848860,2024-08-19 10:24:54+00:00,"By the way, I was in small in both, so no one got rich here today, lol. I planned to add to my positions this morning… now I’m not so sure I will. I knew these two would go crazy this week just didn’t expect it so soon. People who’s charting skills I trust say GOVX is goin to 20+ today so idk what ima do."
28495,6075848860,2024-08-19 10:10:39+00:00,Up 54% on GOVX
28494,6075848860,2024-08-19 10:10:30+00:00,Up 200% on APDN and can’t sell til 9am Smfh 😂
28493,6075848860,2024-08-19 10:05:36+00:00,"Great morning, gotta say"
28492,6075848860,2024-08-19 10:05:30+00:00,I’m both
28491,6661760423,2024-08-19 09:41:43+00:00,APDN gone wild.  Well done whoever is still in that
28490,6661760423,2024-08-19 08:22:08+00:00,Yoooooo [Amanda](tg://user?id=6075848860)  look at GOVX
28489,6652139576,2024-08-19 03:29:03+00:00,Yup
28488,6075848860,2024-08-18 19:23:11+00:00,Yeah that’s down town
28487,6652139576,2024-08-18 19:22:23+00:00,Like 20 minute walk
28486,6652139576,2024-08-18 19:22:14+00:00,It was a couple blocks from underground
28485,6652139576,2024-08-18 19:22:08+00:00,Yeah
28484,6075848860,2024-08-18 19:22:05+00:00,Prolly down town
28483,6652139576,2024-08-18 19:22:04+00:00,I’m not sure
28482,6652139576,2024-08-18 19:22:00+00:00,City part
28481,6075848860,2024-08-18 19:21:59+00:00,Oh ok
28480,6075848860,2024-08-18 19:21:54+00:00,Yeah but where in ATL
28479,6652139576,2024-08-18 19:21:49+00:00,Airbnb
28478,6652139576,2024-08-18 19:21:44+00:00,Atlanta
28477,6075848860,2024-08-18 19:21:41+00:00,Where were you?
28476,6652139576,2024-08-18 19:21:40+00:00,I wasn’t expecting that
28475,6652139576,2024-08-18 19:21:32+00:00,It was weird
28474,6075848860,2024-08-18 19:21:27+00:00,What the fuck lmao
28473,6652139576,2024-08-18 19:21:10+00:00,And she just came out with a knife so we ran
28472,6652139576,2024-08-18 19:21:03+00:00,I knocked on the wrong door
28471,6652139576,2024-08-18 19:20:56+00:00,😭
28470,6075848860,2024-08-18 19:20:49+00:00,"Matthew, leave these old ladies be."
28469,6652139576,2024-08-18 19:12:45+00:00,She chased us down the hallway with it
28468,6652139576,2024-08-18 19:12:38+00:00,It was in her right hand
28467,6652139576,2024-08-18 19:12:28+00:00,😭😭😭
28466,6661760423,2024-08-18 09:59:55+00:00,Where was the knife?  Down her top? Looks like she could have had a sword hidden in there
28465,6652139576,2024-08-17 17:53:30+00:00,I was trynna show the knife
28464,6652139576,2024-08-17 17:53:24+00:00,Nahh
28463,6652139576,2024-08-17 17:53:20+00:00,💀
28462,6661760423,2024-08-17 17:52:00+00:00,"Well.i can see why she's upset, your zooming in on her chest man lol"
28461,6652139576,2024-08-17 17:49:40+00:00,That bitch was crazy
28460,6661760423,2024-08-17 16:27:17+00:00,Lol.  No way
28459,6652139576,2024-08-17 14:09:36+00:00,
28458,6652139576,2024-08-17 06:55:14+00:00,
28457,6652139576,2024-08-17 06:39:21+00:00,I had some crazy lady chase me with a knife
28456,6652139576,2024-08-17 00:32:22+00:00,
28455,6652139576,2024-08-17 00:32:14+00:00,Atlanta’ ain’t ready for me
28454,6075848860,2024-08-16 22:02:58+00:00,"Hell yeah, have fun mf 😂"
28453,6652139576,2024-08-16 22:00:37+00:00,They not gonna like me
28452,6652139576,2024-08-16 22:00:33+00:00,Ima end up back on the stage
28451,6652139576,2024-08-16 22:00:24+00:00,Last Friday was great now I’m otw back 😂
28450,6652139576,2024-08-16 22:00:16+00:00,I’m ready for it
28449,6652139576,2024-08-16 22:00:05+00:00,
28448,6652139576,2024-08-16 22:00:02+00:00,Damnn
28447,6075848860,2024-08-16 22:00:02+00:00,It’s a club
28446,6075848860,2024-08-16 21:59:55+00:00,Lol
28445,7000718430,2024-08-16 21:59:53+00:00,What’s that
28444,6075848860,2024-08-16 21:59:53+00:00,Yeah back in the late 90’s early 2000’s
28443,6652139576,2024-08-16 21:59:17+00:00,Straight to the media 🙌
28442,6652139576,2024-08-16 21:59:02+00:00,Fr??
28441,6661760423,2024-08-16 21:58:38+00:00,"Dont be catching any monkeypox.  

But if you do manage to, then go straight to the media"
28440,6075848860,2024-08-16 21:57:00+00:00,Hell yeah. My husband used to run the Masquerade
28439,6075848860,2024-08-16 21:52:55+00:00,"I’ve been trying to stay away from daily trading and been trying to stick to trend-style trades with good set ups. global health scare is a great setup, though I obviously wish the best for everyone, health-wise"
28438,6652139576,2024-08-16 21:50:08+00:00,
28437,6652139576,2024-08-16 21:49:53+00:00,Atlanta is calling my name again tn
28436,6652139576,2024-08-16 21:49:46+00:00,Amanda
28435,6075848860,2024-08-16 21:49:38+00:00,"mpox id def the move next week, imho"
28434,6075848860,2024-08-16 21:49:18+00:00,"Yup. Bought GOVX yesterday on dip to 4.60, sold today at 5.98 & 7.50. Back in on that afternoon dip to 6.30. In ADPN at .68, sold at .94 and back in at .78"
28433,6652139576,2024-08-16 20:34:25+00:00,I remember when trading used to be fun 😭
28432,6661760423,2024-08-16 20:34:10+00:00,No laughing matter tbh.  Wish everyone good health
28431,6661760423,2024-08-16 20:33:46+00:00,"But im.still.in cos i think Wednesday they have some conference and this mpox thing os gonna blow.

Cases will triple from 1 person to 3 people lol"
28430,6661760423,2024-08-16 20:33:09+00:00,I bought GOVX at 5.6 and sold at 7 i think. And then had fomo and got in again at 8 and now its down
28429,6652139576,2024-08-16 20:24:50+00:00,I need to do that for the past 6 months
28428,6075848860,2024-08-16 20:09:20+00:00,Great day on GOVX & APDN 💰💰
28427,6075848860,2024-08-16 18:20:37+00:00,I’ve made back all the money I lost over the last month today.
28426,6075848860,2024-08-16 18:20:12+00:00,Broke 8
28425,6652139576,2024-08-16 17:49:24+00:00,It was only a couple months after 😂
28424,6075848860,2024-08-16 17:35:19+00:00,Broke***
28423,6075848860,2024-08-16 17:35:11+00:00,GOVX brown 6 OA. You can remove that pinned message now 🤣🤣🤣🤣🤣
28422,5291532402,2024-08-16 16:36:33+00:00,"$ASII has news / updates next week again, their post on X says. Lots of upside opportunity with management being committed to building enterprise value so they can Uplist to OTC QB, which requires 1¢ for 30 consecutive days."
28421,6787467486,2024-08-16 16:31:09+00:00,Went 🚀 🚀  🚀
28420,6075848860,2024-08-15 21:55:53+00:00,I took profit at 8% gains. Progress
28419,6075848860,2024-08-15 21:55:41+00:00,Y’all…
28418,6075848860,2024-08-15 21:49:39+00:00,That depends. Ima PM u my number… text me and we’ll voice note back n forth
28417,6652139576,2024-08-15 17:48:10+00:00,What kind of bankruptcy should I file for
28415,6075848860,2024-08-15 13:40:54+00:00,I’m never buying pre market again. Lol. Every time I do it goes down at open
28414,6075848860,2024-08-15 13:11:04+00:00,Lmao yes I think it just might be 😂😂😂
28413,1110306005,2024-08-15 12:45:33+00:00,Haha but is the monkeypox spreading fast to push the price
28412,6075848860,2024-08-15 12:44:59+00:00,This could go to $10 on this run….
28411,6075848860,2024-08-15 12:44:47+00:00,It’s went up 20 cents since you alerted me ugh lol
28410,6075848860,2024-08-15 12:44:36+00:00,I’m gonna open a small position at 9am when my broker’s extended trading starts
28409,6075848860,2024-08-15 12:40:56+00:00,I was soooo tempted to buy that dip back into the $1’s but didn’t like a dum dum
28408,1110306005,2024-08-15 12:40:44+00:00,The pinned message - the writing is on the wall Sam smith says
28407,1110306005,2024-08-15 12:40:31+00:00,lol 😂
28406,6075848860,2024-08-15 12:40:25+00:00,I’m not in GOVX anymore 😭😂
28405,1110306005,2024-08-15 12:40:10+00:00,Monkey 🐵 gets u money
28404,1110306005,2024-08-15 12:39:56+00:00,😂
28403,1110306005,2024-08-15 12:39:54+00:00,Congrats to u
28402,6075848860,2024-08-15 12:39:40+00:00,Yeah cuz of monkey pox
28401,1110306005,2024-08-15 12:39:01+00:00,[Amanda](tg://user?id=6075848860) I doubted GOVX and it’s going up argh
28400,5089734924,2024-08-15 11:56:28+00:00,Cing
28397,6075848860,2024-08-14 16:28:01+00:00,There are a ton of forms required during the bankruptcy process. You have to be a lot more specific
28396,6075848860,2024-08-14 16:27:34+00:00,What u mean?
28395,6652139576,2024-08-14 14:36:44+00:00,[Amanda](tg://user?id=6075848860) what kind of bankruptcy form should I fill out
28393,1291464446,2024-08-13 18:52:07+00:00,"Today there was PPI data..it was below forecast so market is rallying but cautiously. Tomorrow is CPI data ... Not direct relation between PPI and CPI but strong chances that PPI (producers) didn't transfer all the costs to CPI (consumers)..So big expectation that CPI will below 3% ... That means rate cut will be 100% in mid Sept ... That will rally market one last time before it might crash the moment rate cut happens. So hope we get one last rally before shit show starts ! 

Trade carefully. I will get rid of my bag max in 2 weeks or so...even before earnings of NVDA on 28th Aug."
28390,6661760423,2024-08-13 15:38:24+00:00,Always goes down when i buy
28389,6661760423,2024-08-13 15:38:17+00:00,I got in at 0.098.  Bit high
28388,6661760423,2024-08-13 15:36:12+00:00,Where do u see it heading to J A
28385,7079398602,2024-08-13 00:09:55+00:00,Was it a bloody Monday for any1 else? or just me?
28384,6566123608,2024-08-12 14:51:56+00:00,As y’all know I’m not trading for a while but came to check on you all
28383,6566123608,2024-08-12 14:51:38+00:00,Whichever side ur on
28382,6566123608,2024-08-12 14:51:33+00:00,One thing about the market is if you wait long enough you’ll be right
28381,6652139576,2024-08-12 13:35:09+00:00,How does a milli sound
28380,6652139576,2024-08-12 13:35:04+00:00,Ofc ofc
28379,6075848860,2024-08-12 13:34:59+00:00,Gimme some money then
28378,6652139576,2024-08-12 13:34:56+00:00,Wanna come work for me?
28377,6075848860,2024-08-12 13:34:50+00:00,Counsel****
28376,6075848860,2024-08-12 13:34:45+00:00,Counse
28375,6652139576,2024-08-12 13:34:44+00:00,I own a multi million dollar company
28374,6075848860,2024-08-12 13:34:42+00:00,Glad you have counse
28373,6075848860,2024-08-12 13:34:38+00:00,Ok fantastic
28372,6075848860,2024-08-12 13:34:30+00:00,Believe you’re a biz man and you are
28371,6652139576,2024-08-12 13:34:24+00:00,I don’t speak until my lawyer tells me to speak
28370,6652139576,2024-08-12 13:34:10+00:00,I want to be a business man
28369,6075848860,2024-08-12 13:34:06+00:00,Just stay calm and present the facts. Do not go back and forth with her. Don’t even glance in her direction
28368,6652139576,2024-08-12 13:34:04+00:00,I love wearing suits
28367,6652139576,2024-08-12 13:33:45+00:00,Idk why the music thing was sent in that
28366,6652139576,2024-08-12 13:33:31+00:00,She stay lying
28365,6075848860,2024-08-12 13:33:22+00:00,Even if your BM lies on you…
